frame.number,frame.time,eth.src,eth.dst,eth.type,ip.src,ip.dst,tcp.srcport,tcp.dstport,_ws.col.protocol,_ws.col.info
"7717","Jul 14, 2025 09:52:39.705014000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=14221 Ack=12645 Win=20427 Len=0"
"7718","Jul 14, 2025 09:52:39.707628000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 7717#1] 64279 → 502 [ACK] Seq=14221 Ack=12645 Win=20427 Len=0"
"7719","Jul 14, 2025 09:52:39.812573000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   471; Unit:   1, Func:   3: Read Holding Registers"
"7720","Jul 14, 2025 09:52:39.815678000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=14221 Ack=12645 Win=20427 Len=12"
"7721","Jul 14, 2025 09:52:39.819992000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   471; Unit:   1, Func:   3: Read Holding Registers"
"7722","Jul 14, 2025 09:52:39.823682000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=12645 Ack=14233 Win=502 Len=11"
"7723","Jul 14, 2025 09:52:39.875852000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=14233 Ack=12656 Win=20416 Len=0"
"7724","Jul 14, 2025 09:52:39.878085000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 7723#1] 64279 → 502 [ACK] Seq=14233 Ack=12656 Win=20416 Len=0"
"7725","Jul 14, 2025 09:52:39.984630000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   472; Unit:   1, Func:   1: Read Coils"
"7726","Jul 14, 2025 09:52:39.989187000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=14233 Ack=12656 Win=20416 Len=12"
"7727","Jul 14, 2025 09:52:39.994053000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   472; Unit:   1, Func:   1: Read Coils"
"7728","Jul 14, 2025 09:52:39.996555000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=12656 Ack=14245 Win=502 Len=10"
"7729","Jul 14, 2025 09:52:40.054971000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=14245 Ack=12666 Win=20406 Len=0"
"7730","Jul 14, 2025 09:52:40.057219000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 7729#1] 64279 → 502 [ACK] Seq=14245 Ack=12666 Win=20406 Len=0"
"7731","Jul 14, 2025 09:52:40.160069000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   473; Unit:   1, Func:   4: Read Input Registers"
"7732","Jul 14, 2025 09:52:40.162165000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=14245 Ack=12666 Win=20406 Len=12"
"7733","Jul 14, 2025 09:52:40.165057000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   473; Unit:   1, Func:   4: Read Input Registers"
"7734","Jul 14, 2025 09:52:40.167263000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=12666 Ack=14257 Win=502 Len=11"
"7735","Jul 14, 2025 09:52:40.217370000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=14257 Ack=12677 Win=20395 Len=0"
"7736","Jul 14, 2025 09:52:40.219386000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 7735#1] 64279 → 502 [ACK] Seq=14257 Ack=12677 Win=20395 Len=0"
"7737","Jul 14, 2025 09:52:40.322748000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   474; Unit:   1, Func:   3: Read Holding Registers"
"7738","Jul 14, 2025 09:52:40.324986000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=14257 Ack=12677 Win=20395 Len=12"
"7739","Jul 14, 2025 09:52:40.328096000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   474; Unit:   1, Func:   3: Read Holding Registers"
"7740","Jul 14, 2025 09:52:40.329567000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=12677 Ack=14269 Win=502 Len=11"
"7741","Jul 14, 2025 09:52:40.388516000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=14269 Ack=12688 Win=20384 Len=0"
"7742","Jul 14, 2025 09:52:40.392878000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 7741#1] 64279 → 502 [ACK] Seq=14269 Ack=12688 Win=20384 Len=0"
"7743","Jul 14, 2025 09:52:40.495398000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   475; Unit:   1, Func:   1: Read Coils"
"7744","Jul 14, 2025 09:52:40.498905000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=14269 Ack=12688 Win=20384 Len=12"
"7745","Jul 14, 2025 09:52:40.502101000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   475; Unit:   1, Func:   1: Read Coils"
"7746","Jul 14, 2025 09:52:40.505759000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=12688 Ack=14281 Win=502 Len=10"
"7747","Jul 14, 2025 09:52:40.549392000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=14281 Ack=12698 Win=20374 Len=0"
"7748","Jul 14, 2025 09:52:40.551094000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 7747#1] 64279 → 502 [ACK] Seq=14281 Ack=12698 Win=20374 Len=0"
"7749","Jul 14, 2025 09:52:40.669463000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   476; Unit:   1, Func:   4: Read Input Registers"
"7750","Jul 14, 2025 09:52:40.671269000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=14281 Ack=12698 Win=20374 Len=12"
"7751","Jul 14, 2025 09:52:40.673909000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   476; Unit:   1, Func:   4: Read Input Registers"
"7752","Jul 14, 2025 09:52:40.678101000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=12698 Ack=14293 Win=502 Len=11"
"7753","Jul 14, 2025 09:52:40.726491000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=14293 Ack=12709 Win=20363 Len=0"
"7754","Jul 14, 2025 09:52:40.728631000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 7753#1] 64279 → 502 [ACK] Seq=14293 Ack=12709 Win=20363 Len=0"
"7755","Jul 14, 2025 09:52:40.836972000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   477; Unit:   1, Func:   3: Read Holding Registers"
"7756","Jul 14, 2025 09:52:40.839560000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=14293 Ack=12709 Win=20363 Len=12"
"7757","Jul 14, 2025 09:52:40.843154000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   477; Unit:   1, Func:   3: Read Holding Registers"
"7758","Jul 14, 2025 09:52:40.844878000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=12709 Ack=14305 Win=502 Len=11"
"7759","Jul 14, 2025 09:52:40.887261000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=14305 Ack=12720 Win=20352 Len=0"
"7760","Jul 14, 2025 09:52:40.889794000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 7759#1] 64279 → 502 [ACK] Seq=14305 Ack=12720 Win=20352 Len=0"
"7761","Jul 14, 2025 09:52:41.011843000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   478; Unit:   1, Func:   1: Read Coils"
"7762","Jul 14, 2025 09:52:41.014487000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=14305 Ack=12720 Win=20352 Len=12"
"7763","Jul 14, 2025 09:52:41.018622000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   478; Unit:   1, Func:   1: Read Coils"
"7764","Jul 14, 2025 09:52:41.020669000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=12720 Ack=14317 Win=502 Len=10"
"7765","Jul 14, 2025 09:52:41.068532000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=14317 Ack=12730 Win=20342 Len=0"
"7766","Jul 14, 2025 09:52:41.070664000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 7765#1] 64279 → 502 [ACK] Seq=14317 Ack=12730 Win=20342 Len=0"
"7767","Jul 14, 2025 09:52:41.196678000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   479; Unit:   1, Func:   4: Read Input Registers"
"7768","Jul 14, 2025 09:52:41.198605000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=14317 Ack=12730 Win=20342 Len=12"
"7769","Jul 14, 2025 09:52:41.201455000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   479; Unit:   1, Func:   4: Read Input Registers"
"7770","Jul 14, 2025 09:52:41.203553000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=12730 Ack=14329 Win=502 Len=11"
"7771","Jul 14, 2025 09:52:41.255055000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=14329 Ack=12741 Win=20331 Len=0"
"7772","Jul 14, 2025 09:52:41.259656000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 7771#1] 64279 → 502 [ACK] Seq=14329 Ack=12741 Win=20331 Len=0"
"7773","Jul 14, 2025 09:52:41.370331000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   480; Unit:   1, Func:   3: Read Holding Registers"
"7774","Jul 14, 2025 09:52:41.372547000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=14329 Ack=12741 Win=20331 Len=12"
"7775","Jul 14, 2025 09:52:41.374679000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   480; Unit:   1, Func:   3: Read Holding Registers"
"7776","Jul 14, 2025 09:52:41.376871000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=12741 Ack=14341 Win=502 Len=11"
"7777","Jul 14, 2025 09:52:41.426987000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=14341 Ack=12752 Win=20320 Len=0"
"7778","Jul 14, 2025 09:52:41.429812000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 7777#1] 64279 → 502 [ACK] Seq=14341 Ack=12752 Win=20320 Len=0"
"7779","Jul 14, 2025 09:52:41.542276000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   481; Unit:   1, Func:   1: Read Coils"
"7780","Jul 14, 2025 09:52:41.545749000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=14341 Ack=12752 Win=20320 Len=12"
"7781","Jul 14, 2025 09:52:41.548394000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   481; Unit:   1, Func:   1: Read Coils"
"7782","Jul 14, 2025 09:52:41.550658000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=12752 Ack=14353 Win=502 Len=10"
"7783","Jul 14, 2025 09:52:41.600319000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=14353 Ack=12762 Win=20310 Len=0"
"7784","Jul 14, 2025 09:52:41.601652000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 7783#1] 64279 → 502 [ACK] Seq=14353 Ack=12762 Win=20310 Len=0"
"7785","Jul 14, 2025 09:52:41.678460000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","1.1.1.1",,,"DNS","Standard query 0x170b A aka.ms"
"7786","Jul 14, 2025 09:52:41.680883000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.20.1,10.10.20.30","10.10.20.30,1.1.1.1",,,"ICMP","Destination unreachable (Host unreachable)"
"7787","Jul 14, 2025 09:52:41.708809000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   482; Unit:   1, Func:   4: Read Input Registers"
"7788","Jul 14, 2025 09:52:41.710689000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=14353 Ack=12762 Win=20310 Len=12"
"7789","Jul 14, 2025 09:52:41.714629000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   482; Unit:   1, Func:   4: Read Input Registers"
"7790","Jul 14, 2025 09:52:41.716563000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=12762 Ack=14365 Win=502 Len=11"
"7791","Jul 14, 2025 09:52:41.767330000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=14365 Ack=12773 Win=20299 Len=0"
"7792","Jul 14, 2025 09:52:41.768991000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 7791#1] 64279 → 502 [ACK] Seq=14365 Ack=12773 Win=20299 Len=0"
"7793","Jul 14, 2025 09:52:41.888963000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   483; Unit:   1, Func:   3: Read Holding Registers"
"7794","Jul 14, 2025 09:52:41.891939000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=14365 Ack=12773 Win=20299 Len=12"
"7795","Jul 14, 2025 09:52:41.894466000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   483; Unit:   1, Func:   3: Read Holding Registers"
"7796","Jul 14, 2025 09:52:41.897186000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=12773 Ack=14377 Win=502 Len=11"
"7797","Jul 14, 2025 09:52:41.948776000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=14377 Ack=12784 Win=20288 Len=0"
"7798","Jul 14, 2025 09:52:41.950802000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 7797#1] 64279 → 502 [ACK] Seq=14377 Ack=12784 Win=20288 Len=0"
"7799","Jul 14, 2025 09:52:42.058943000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   484; Unit:   1, Func:   1: Read Coils"
"7800","Jul 14, 2025 09:52:42.061246000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=14377 Ack=12784 Win=20288 Len=12"
"7801","Jul 14, 2025 09:52:42.064613000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   484; Unit:   1, Func:   1: Read Coils"
"7802","Jul 14, 2025 09:52:42.066170000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=12784 Ack=14389 Win=502 Len=10"
"7803","Jul 14, 2025 09:52:42.124958000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=14389 Ack=12794 Win=20278 Len=0"
"7804","Jul 14, 2025 09:52:42.127901000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 7803#1] 64279 → 502 [ACK] Seq=14389 Ack=12794 Win=20278 Len=0"
"7805","Jul 14, 2025 09:52:42.235209000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   485; Unit:   1, Func:   4: Read Input Registers"
"7806","Jul 14, 2025 09:52:42.237141000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=14389 Ack=12794 Win=20278 Len=12"
"7807","Jul 14, 2025 09:52:42.239747000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   485; Unit:   1, Func:   4: Read Input Registers"
"7808","Jul 14, 2025 09:52:42.242144000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=12794 Ack=14401 Win=502 Len=11"
"7809","Jul 14, 2025 09:52:42.285187000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=14401 Ack=12805 Win=20267 Len=0"
"7810","Jul 14, 2025 09:52:42.287665000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 7809#1] 64279 → 502 [ACK] Seq=14401 Ack=12805 Win=20267 Len=0"
"7811","Jul 14, 2025 09:52:42.413269000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   486; Unit:   1, Func:   3: Read Holding Registers"
"7812","Jul 14, 2025 09:52:42.415658000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=14401 Ack=12805 Win=20267 Len=12"
"7813","Jul 14, 2025 09:52:42.418245000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   486; Unit:   1, Func:   3: Read Holding Registers"
"7814","Jul 14, 2025 09:52:42.420989000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=12805 Ack=14413 Win=502 Len=11"
"7815","Jul 14, 2025 09:52:42.470955000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=14413 Ack=12816 Win=20256 Len=0"
"7816","Jul 14, 2025 09:52:42.474016000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 7815#1] 64279 → 502 [ACK] Seq=14413 Ack=12816 Win=20256 Len=0"
"7817","Jul 14, 2025 09:52:42.586978000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   487; Unit:   1, Func:   1: Read Coils"
"7818","Jul 14, 2025 09:52:42.590183000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=14413 Ack=12816 Win=20256 Len=12"
"7819","Jul 14, 2025 09:52:42.593421000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   487; Unit:   1, Func:   1: Read Coils"
"7820","Jul 14, 2025 09:52:42.597114000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=12816 Ack=14425 Win=502 Len=10"
"7821","Jul 14, 2025 09:52:42.648465000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=14425 Ack=12826 Win=20246 Len=0"
"7822","Jul 14, 2025 09:52:42.651058000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 7821#1] 64279 → 502 [ACK] Seq=14425 Ack=12826 Win=20246 Len=0"
"7823","Jul 14, 2025 09:52:42.695786000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","1.1.1.1",,,"DNS","Standard query 0x170b A aka.ms"
