frame.number,frame.time,eth.src,eth.dst,eth.type,ip.src,ip.dst,tcp.srcport,tcp.dstport,_ws.col.protocol,_ws.col.info
"1529","Jul 14, 2025 09:49:53.127745000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   277; Unit:   1, Func:   3: Read Holding Registers"
"1530","Jul 14, 2025 09:49:53.131566000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=2381 Ack=2689 Win=502 Len=11"
"1531","Jul 14, 2025 09:49:53.181559000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=2689 Ack=2392 Win=20448 Len=0"
"1532","Jul 14, 2025 09:49:53.183874000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 1531#1] 64279 → 502 [ACK] Seq=2689 Ack=2392 Win=20448 Len=0"
"1533","Jul 14, 2025 09:49:53.299682000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   278; Unit:   1, Func:   1: Read Coils"
"1534","Jul 14, 2025 09:49:53.301906000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=2689 Ack=2392 Win=20448 Len=12"
"1535","Jul 14, 2025 09:49:53.305532000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   278; Unit:   1, Func:   1: Read Coils"
"1536","Jul 14, 2025 09:49:53.309510000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=2392 Ack=2701 Win=502 Len=10"
"1537","Jul 14, 2025 09:49:53.358142000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=2701 Ack=2402 Win=20438 Len=0"
"1538","Jul 14, 2025 09:49:53.361849000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 1537#1] 64279 → 502 [ACK] Seq=2701 Ack=2402 Win=20438 Len=0"
"1539","Jul 14, 2025 09:49:53.475035000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   279; Unit:   1, Func:   4: Read Input Registers"
"1540","Jul 14, 2025 09:49:53.479018000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=2701 Ack=2402 Win=20438 Len=12"
"1541","Jul 14, 2025 09:49:53.483045000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   279; Unit:   1, Func:   4: Read Input Registers"
"1542","Jul 14, 2025 09:49:53.486741000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=2402 Ack=2713 Win=502 Len=11"
"1543","Jul 14, 2025 09:49:53.539949000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=2713 Ack=2413 Win=20427 Len=0"
"1544","Jul 14, 2025 09:49:53.542056000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 1543#1] 64279 → 502 [ACK] Seq=2713 Ack=2413 Win=20427 Len=0"
"1545","Jul 14, 2025 09:49:53.548790000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","1.1.1.1",,,"DNS","Standard query 0xe301 A chrome.cloudflare-dns.com"
"1546","Jul 14, 2025 09:49:53.551147000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.20.1,10.10.20.30","10.10.20.30,1.1.1.1",,,"ICMP","Destination unreachable (Host unreachable)"
"1547","Jul 14, 2025 09:49:53.599895000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","1.1.1.1",,,"DNS","Standard query 0x4f34 A chrome.cloudflare-dns.com"
"1548","Jul 14, 2025 09:49:53.602119000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","1.1.1.1",,,"DNS","Standard query 0x8e64 HTTPS chrome.cloudflare-dns.com"
"1549","Jul 14, 2025 09:49:53.605279000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.20.1,10.10.20.30","10.10.20.30,1.1.1.1",,,"ICMP","Destination unreachable (Host unreachable)"
"1550","Jul 14, 2025 09:49:53.606966000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.20.1,10.10.20.30","10.10.20.30,1.1.1.1",,,"ICMP","Destination unreachable (Host unreachable)"
"1551","Jul 14, 2025 09:49:53.615911000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","1.1.1.1",,,"DNS","Standard query 0x22a2 A edge.microsoft.com"
"1552","Jul 14, 2025 09:49:53.618101000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.20.1,10.10.20.30","10.10.20.30,1.1.1.1",,,"ICMP","Destination unreachable (Host unreachable)"
"1553","Jul 14, 2025 09:49:53.655559000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   280; Unit:   1, Func:   3: Read Holding Registers"
"1554","Jul 14, 2025 09:49:53.657927000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=2713 Ack=2413 Win=20427 Len=12"
"1555","Jul 14, 2025 09:49:53.660797000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   280; Unit:   1, Func:   3: Read Holding Registers"
"1556","Jul 14, 2025 09:49:53.663384000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=2413 Ack=2725 Win=502 Len=11"
"1557","Jul 14, 2025 09:49:53.698656000 EDT","08:00:27:11:68:b4","33:33:00:00:00:0c","0x86dd",,,,,"UDP","36040 → 3702 Len=802"
"1558","Jul 14, 2025 09:49:53.712831000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=2725 Ack=2424 Win=20416 Len=0"
"1559","Jul 14, 2025 09:49:53.715068000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 1558#1] 64279 → 502 [ACK] Seq=2725 Ack=2424 Win=20416 Len=0"
"1560","Jul 14, 2025 09:49:53.827854000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   281; Unit:   1, Func:   1: Read Coils"
"1561","Jul 14, 2025 09:49:53.830099000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=2725 Ack=2424 Win=20416 Len=12"
"1562","Jul 14, 2025 09:49:53.831794000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   281; Unit:   1, Func:   1: Read Coils"
"1563","Jul 14, 2025 09:49:53.832968000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=2424 Ack=2737 Win=502 Len=10"
"1564","Jul 14, 2025 09:49:53.884479000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=2737 Ack=2434 Win=20406 Len=0"
"1565","Jul 14, 2025 09:49:53.887154000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 1564#1] 64279 → 502 [ACK] Seq=2737 Ack=2434 Win=20406 Len=0"
"1566","Jul 14, 2025 09:49:53.894388000 EDT","08:00:27:11:68:b4","33:33:00:00:00:0c","0x86dd",,,,,"UDP","36040 → 3702 Len=802"
"1567","Jul 14, 2025 09:49:53.995314000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   282; Unit:   1, Func:   4: Read Input Registers"
"1568","Jul 14, 2025 09:49:53.997491000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=2737 Ack=2434 Win=20406 Len=12"
"1569","Jul 14, 2025 09:49:54.001121000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   282; Unit:   1, Func:   4: Read Input Registers"
"1570","Jul 14, 2025 09:49:54.004973000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=2434 Ack=2749 Win=502 Len=11"
"1571","Jul 14, 2025 09:49:54.050232000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=2749 Ack=2445 Win=20395 Len=0"
"1572","Jul 14, 2025 09:49:54.052891000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 1571#1] 64279 → 502 [ACK] Seq=2749 Ack=2445 Win=20395 Len=0"
"1573","Jul 14, 2025 09:49:54.089875000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","1.1.1.1",,,"DNS","Standard query 0x5887 A chrome.cloudflare-dns.com"
"1574","Jul 14, 2025 09:49:54.092640000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","1.1.1.1",,,"DNS","Standard query 0x44b7 HTTPS chrome.cloudflare-dns.com"
"1575","Jul 14, 2025 09:49:54.093401000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.20.1,10.10.20.30","10.10.20.30,1.1.1.1",,,"ICMP","Destination unreachable (Host unreachable)"
"1576","Jul 14, 2025 09:49:54.094911000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.20.1,10.10.20.30","10.10.20.30,1.1.1.1",,,"ICMP","Destination unreachable (Host unreachable)"
"1577","Jul 14, 2025 09:49:54.175073000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   283; Unit:   1, Func:   3: Read Holding Registers"
"1578","Jul 14, 2025 09:49:54.178203000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=2749 Ack=2445 Win=20395 Len=12"
"1579","Jul 14, 2025 09:49:54.181125000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   283; Unit:   1, Func:   3: Read Holding Registers"
"1580","Jul 14, 2025 09:49:54.184008000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=2445 Ack=2761 Win=502 Len=11"
"1581","Jul 14, 2025 09:49:54.245645000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=2761 Ack=2456 Win=20384 Len=0"
"1582","Jul 14, 2025 09:49:54.245649000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 1581#1] 64279 → 502 [ACK] Seq=2761 Ack=2456 Win=20384 Len=0"
"1583","Jul 14, 2025 09:49:54.279441000 EDT","08:00:27:11:68:b4","33:33:00:00:00:0c","0x86dd",,,,,"UDP","36040 → 3702 Len=802"
"1584","Jul 14, 2025 09:49:54.345454000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   284; Unit:   1, Func:   1: Read Coils"
"1585","Jul 14, 2025 09:49:54.347274000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=2761 Ack=2456 Win=20384 Len=12"
"1586","Jul 14, 2025 09:49:54.350321000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   284; Unit:   1, Func:   1: Read Coils"
"1587","Jul 14, 2025 09:49:54.353090000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=2456 Ack=2773 Win=502 Len=10"
"1588","Jul 14, 2025 09:49:54.400544000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=2773 Ack=2466 Win=20374 Len=0"
"1589","Jul 14, 2025 09:49:54.403722000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 1588#1] 64279 → 502 [ACK] Seq=2773 Ack=2466 Win=20374 Len=0"
"1590","Jul 14, 2025 09:49:54.484240000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","1.1.1.1",,,"DNS","Standard query 0x6eaf A chrome.cloudflare-dns.com"
"1591","Jul 14, 2025 09:49:54.486194000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","1.1.1.1",,,"DNS","Standard query 0xb0c0 HTTPS chrome.cloudflare-dns.com"
"1592","Jul 14, 2025 09:49:54.490357000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.20.1,10.10.20.30","10.10.20.30,1.1.1.1",,,"ICMP","Destination unreachable (Host unreachable)"
"1593","Jul 14, 2025 09:49:54.493139000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.20.1,10.10.20.30","10.10.20.30,1.1.1.1",,,"ICMP","Destination unreachable (Host unreachable)"
"1594","Jul 14, 2025 09:49:54.513247000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   285; Unit:   1, Func:   4: Read Input Registers"
"1595","Jul 14, 2025 09:49:54.515455000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=2773 Ack=2466 Win=20374 Len=12"
"1596","Jul 14, 2025 09:49:54.519129000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   285; Unit:   1, Func:   4: Read Input Registers"
"1597","Jul 14, 2025 09:49:54.521417000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=2466 Ack=2785 Win=502 Len=11"
"1598","Jul 14, 2025 09:49:54.573091000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=2785 Ack=2477 Win=20363 Len=0"
"1599","Jul 14, 2025 09:49:54.575989000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 1598#1] 64279 → 502 [ACK] Seq=2785 Ack=2477 Win=20363 Len=0"
"1600","Jul 14, 2025 09:49:54.632752000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","1.1.1.1",,,"DNS","Standard query 0x22a2 A edge.microsoft.com"
"1601","Jul 14, 2025 09:49:54.634772000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.20.1,10.10.20.30","10.10.20.30,1.1.1.1",,,"ICMP","Destination unreachable (Host unreachable)"
"1602","Jul 14, 2025 09:49:54.680533000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   286; Unit:   1, Func:   3: Read Holding Registers"
"1603","Jul 14, 2025 09:49:54.684298000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=2785 Ack=2477 Win=20363 Len=12"
"1604","Jul 14, 2025 09:49:54.686461000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   286; Unit:   1, Func:   3: Read Holding Registers"
"1605","Jul 14, 2025 09:49:54.688454000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=2477 Ack=2797 Win=502 Len=11"
"1606","Jul 14, 2025 09:49:54.734236000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=2797 Ack=2488 Win=20352 Len=0"
"1607","Jul 14, 2025 09:49:54.737426000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 1606#1] 64279 → 502 [ACK] Seq=2797 Ack=2488 Win=20352 Len=0"
"1608","Jul 14, 2025 09:49:54.782124000 EDT","08:00:27:11:68:b4","33:33:00:00:00:0c","0x86dd",,,,,"UDP","36040 → 3702 Len=802"
"1609","Jul 14, 2025 09:49:54.803903000 EDT","08:00:27:11:68:b4","33:33:00:00:00:02","0x86dd",,,,,"ICMPv6","Router Solicitation"
"1610","Jul 14, 2025 09:49:54.858184000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   287; Unit:   1, Func:   1: Read Coils"
"1611","Jul 14, 2025 09:49:54.861046000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=2797 Ack=2488 Win=20352 Len=12"
"1612","Jul 14, 2025 09:49:54.864257000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   287; Unit:   1, Func:   1: Read Coils"
"1613","Jul 14, 2025 09:49:54.866420000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=2488 Ack=2809 Win=502 Len=10"
"1614","Jul 14, 2025 09:49:54.914941000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=2809 Ack=2498 Win=20342 Len=0"
"1615","Jul 14, 2025 09:49:54.916650000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 1614#1] 64279 → 502 [ACK] Seq=2809 Ack=2498 Win=20342 Len=0"
"1616","Jul 14, 2025 09:49:55.026743000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   288; Unit:   1, Func:   4: Read Input Registers"
"1617","Jul 14, 2025 09:49:55.030462000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=2809 Ack=2498 Win=20342 Len=12"
"1618","Jul 14, 2025 09:49:55.032659000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   288; Unit:   1, Func:   4: Read Input Registers"
"1619","Jul 14, 2025 09:49:55.034404000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=2498 Ack=2821 Win=502 Len=11"
"1620","Jul 14, 2025 09:49:55.081410000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=2821 Ack=2509 Win=20331 Len=0"
"1621","Jul 14, 2025 09:49:55.083545000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 1620#1] 64279 → 502 [ACK] Seq=2821 Ack=2509 Win=20331 Len=0"
"1622","Jul 14, 2025 09:49:55.195866000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   289; Unit:   1, Func:   3: Read Holding Registers"
"1623","Jul 14, 2025 09:49:55.198394000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=2821 Ack=2509 Win=20331 Len=12"
"1624","Jul 14, 2025 09:49:55.200567000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   289; Unit:   1, Func:   3: Read Holding Registers"
"1625","Jul 14, 2025 09:49:55.202639000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=2509 Ack=2833 Win=502 Len=11"
"1626","Jul 14, 2025 09:49:55.254368000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=2833 Ack=2520 Win=20320 Len=0"
"1627","Jul 14, 2025 09:49:55.256781000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 1626#1] 64279 → 502 [ACK] Seq=2833 Ack=2520 Win=20320 Len=0"
"1628","Jul 14, 2025 09:49:55.361813000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   290; Unit:   1, Func:   1: Read Coils"
"1629","Jul 14, 2025 09:49:55.365721000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=2833 Ack=2520 Win=20320 Len=12"
"1630","Jul 14, 2025 09:49:55.367593000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   290; Unit:   1, Func:   1: Read Coils"
"1631","Jul 14, 2025 09:49:55.370451000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=2520 Ack=2845 Win=502 Len=10"
"1632","Jul 14, 2025 09:49:55.420751000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=2845 Ack=2530 Win=20310 Len=0"
"1633","Jul 14, 2025 09:49:55.422426000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 1632#1] 64279 → 502 [ACK] Seq=2845 Ack=2530 Win=20310 Len=0"
"1634","Jul 14, 2025 09:49:55.506022000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","1.1.1.1",,,"DNS","Standard query 0xc004 A chrome.cloudflare-dns.com"
"1635","Jul 14, 2025 09:49:55.507384000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.20.1,10.10.20.30","10.10.20.30,1.1.1.1",,,"ICMP","Destination unreachable (Host unreachable)"
"1636","Jul 14, 2025 09:49:55.508660000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","1.1.1.1",,,"DNS","Standard query 0x7ada HTTPS chrome.cloudflare-dns.com"
"1637","Jul 14, 2025 09:49:55.510948000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.20.1,10.10.20.30","10.10.20.30,1.1.1.1",,,"ICMP","Destination unreachable (Host unreachable)"
"1638","Jul 14, 2025 09:49:55.537879000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   291; Unit:   1, Func:   4: Read Input Registers"
"1639","Jul 14, 2025 09:49:55.539936000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=2845 Ack=2530 Win=20310 Len=12"
